date,cycle,open,lastclose,close,high,low,share,amount,time,macd,avg5,avg10,avg20,avg60
20160823,60,23.27,,23.27,23.27,23.27,6500.0,,49920,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,7800.0,,49980,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,2700.0,,50040,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,14600.0,,50100,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,1900.0,,50160,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,3800.0,,50220,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,8900.0,,50280,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,6700.0,,50340,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,10700.0,,50400,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,1500.0,,50460,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,5900.0,,50520,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,3300.0,,50580,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,100.0,,50640,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,23100.0,,50700,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,5800.0,,50760,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,2900.0,,50880,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,2500.0,,50940,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,1600.0,,51000,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,2600.0,,51060,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,1900.0,,51120,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,2300.0,,51180,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,800.0,,51240,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,4601.0,,51300,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,6100.0,,51360,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,1800.0,,51420,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,6900.0,,51480,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,1300.0,,51540,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,4500.0,,51600,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,3000.0,,51660,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,4200.0,,51720,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,6600.0,,51780,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,7900.0,,51840,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,8400.0,,51900,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,3000.0,,51960,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,8900.0,,52020,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,10900.0,,52080,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,1600.0,,52140,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,13900.0,,52200,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,1600.0,,52260,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,3500.0,,52320,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,6900.0,,52380,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,17900.0,,52440,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,61400.0,,52500,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,22100.0,,52560,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,23100.0,,52620,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,11500.0,,52680,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,19800.0,,52740,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,32200.0,,52800,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,28200.0,,52860,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,24600.0,,52920,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,23700.0,,52980,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,20300.0,,53040,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,18200.0,,53100,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,43900.0,,53160,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,10400.0,,53220,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,34800.0,,53280,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,5200.0,,53340,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,6200.0,,53400,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,109100.0,,53460,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,42700.0,,53520,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,9000.0,,53580,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,29400.0,,53640,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,17200.0,,53700,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,11700.0,,53760,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,500.0,,53820,-0.0,23.27,23.27,23.27,23.27
20160823,60,23.27,,23.27,23.27,23.27,12500.0,,53940,-0.0,23.27,23.27,23.27,23.27
